Name,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Brand,Model,Age,Mileage(kmpl)
Ford Figo Diesel Titanium,Mumbai,33000,Diesel,Manual,Second,1399.0,68.05,5.0,3.25,Ford,Figo,6,20.0
Maruti Celerio VXI AT,Pune,36789,Petrol,Automatic,First,998.0,67.04,5.0,4.25,Maruti,Celerio,4,23.1
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,41000,Diesel,Automatic,First,2143.0,170.0,5.0,18.5,Mercedes-Benz,New,6,14.84
Hyundai Santro Xing XL AT eRLX Euro III,Hyderabad,71000,Petrol,Automatic,First,1086.0,,5.0,2.4,Hyundai,Santro,13,17.0
Honda Brio S MT,Jaipur,46650,Petrol,Manual,First,1198.0,86.8,5.0,4.25,Honda,Brio,5,19.4
Maruti Baleno Alpha CVT,Mumbai,3000,Petrol,Automatic,First,1197.0,83.1,5.0,8.85,Maruti,Baleno,2,21.4
Hyundai EON Sportz,Coimbatore,14799,Petrol,Manual,First,814.0,55.2,5.0,4.14,Hyundai,EON,6,21.1
Toyota Prius 2009-2016 Z4,Mumbai,44000,Electric,Automatic,First,1798.0,73.0,5.0,12.75,Toyota,Prius,9,
Hyundai i20 1.4 CRDi Sportz,Hyderabad,68525,Diesel,Manual,First,1396.0,90.0,5.0,7.0,Hyundai,i20,5,23.0
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,15000,Diesel,Automatic,First,,197.0,7.0,33.0,Ford,Endeavour,2,10.91
Honda City i-VTEC VX,Ahmedabad,29000,Petrol,Manual,First,1497.0,117.3,5.0,10.0,Honda,City,3,17.4
Maruti SX4 ZDI,Kochi,77407,Diesel,Manual,Second,1248.0,88.8,5.0,3.53,Maruti,SX4,8,21.5
Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,118000,Petrol,Manual,First,1598.0,102.5,5.0,1.35,Chevrolet,Optra,13,12.9
Volkswagen Vento Diesel Highline,Delhi,75000,Diesel,Manual,First,1598.0,103.6,5.0,4.5,Volkswagen,Vento,7,20.54
Honda City V MT,Pune,69000,Petrol,Manual,First,1497.0,116.3,5.0,4.9,Honda,City,8,16.8
Hyundai Creta 1.6 CRDi SX Option,Kochi,52553,Diesel,Manual,First,1582.0,126.2,5.0,12.26,Hyundai,Creta,4,19.67
Hyundai Xcent 1.1 CRDi SX,Mumbai,58000,Diesel,Manual,Second,1120.0,71.0,5.0,3.99,Hyundai,Xcent,6,24.4
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,24000,Diesel,Automatic,First,2143.0,170.0,5.0,46.95,Mercedes-Benz,GLC,3,17.9
Ford Figo Diesel EXI,Hyderabad,65542,Diesel,Manual,First,1399.0,68.0,5.0,3.8,Ford,Figo,5,20.0
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,68008,Diesel,Manual,Second,1896.0,105.0,5.0,6.75,Volkswagen,Jetta,7,15.0
Mahindra TUV 300 2015-2019 T8,Coimbatore,22251,Diesel,Manual,First,1493.0,100.0,7.0,8.75,Mahindra,TUV,3,18.49
Ford Ecosport 1.5 Ti VCT MT Titanium,Chennai,55000,Petrol,Manual,Second,1499.0,110.0,5.0,5.2,Ford,Ecosport,7,15.8
Hyundai Verna 1.6 SX VTVT (O),Kochi,19387,Petrol,Manual,First,1591.0,121.3,5.0,8.42,Hyundai,Verna,3,17.1
Maruti Wagon R LXI CNG,Pune,58000,CNG,Manual,First,998.0,58.16,5.0,3.0,Maruti,Wagon,6,
Hyundai i20 Sportz 1.2,Mumbai,24001,Petrol,Manual,First,1197.0,81.83,5.0,5.75,Hyundai,i20,4,18.6
Audi A4 New 2.0 TDI Multitronic,Kolkata,17000,Diesel,Automatic,First,1968.0,140.8,5.0,9.75,Audi,A4,12,15.2
Nissan Micra Active XV S,Delhi,28500,Petrol,Manual,First,1198.0,67.04,5.0,3.5,Nissan,Micra,5,19.49
Mercedes-Benz M-Class ML 250 CDI,Jaipur,66000,Diesel,Automatic,First,2143.0,203.2,5.0,30.0,Mercedes-Benz,M-Class,6,15.26
Land Rover Discovery Sport TD4 S,Delhi,22000,Diesel,Automatic,First,2179.0,147.5,5.0,35.0,Land,Rover,3,12.83
Hyundai Creta 1.6 SX Option Executive,Coimbatore,44383,Petrol,Manual,First,1591.0,121.3,5.0,13.25,Hyundai,Creta,2,15.8
Skoda Rapid 1.6 TDI Active,Mumbai,45000,Diesel,Manual,First,1598.0,103.5,5.0,3.65,Skoda,Rapid,7,20.5
Maruti Swift Dzire VDI,Jaipur,58000,Diesel,Manual,First,1248.0,74.0,5.0,5.25,Maruti,Swift,5,23.4
Hyundai Creta 1.6 SX,Delhi,69000,Petrol,Manual,First,1591.0,121.3,5.0,9.7,Hyundai,Creta,4,15.8
Hyundai Grand i10 CRDi Sportz,Coimbatore,60993,Diesel,Manual,First,1120.0,70.0,5.0,5.21,Hyundai,Grand,3,24.0
Mahindra TUV 300 T8,Pune,67000,Diesel,Manual,First,1493.0,100.0,7.0,6.3,Mahindra,TUV,4,18.49
Hyundai Grand i10 CRDi Sportz,Kochi,51134,Diesel,Manual,First,1120.0,70.0,5.0,4.72,Hyundai,Grand,6,24.0
BMW X5 xDrive 30d,Chennai,55000,Diesel,Automatic,Second,2993.0,,5.0,28.0,BMW,X5,9,11.7
Maruti Dzire AMT VDI,Coimbatore,25082,Diesel,Automatic,First,1248.0,73.75,5.0,8.37,Maruti,Dzire,2,28.4
Toyota Fortuner 4x4 MT,Delhi,68350,Diesel,Manual,First,2982.0,168.5,7.0,14.0,Toyota,Fortuner,8,12.55
Audi A6 2011-2015 35 TDI Technology,Hyderabad,50000,Diesel,Automatic,First,1968.0,174.33,5.0,36.0,Audi,A6,5,17.68
Honda Jazz 1.5 V i DTEC,Pune,97000,Diesel,Manual,First,1498.0,98.6,5.0,6.4,Honda,Jazz,5,27.3
Audi Q7 4.2 TDI Quattro Technology,Coimbatore,56238,Diesel,Automatic,First,,,7.0,51.69,Audi,Q7,5,11.33
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,72618,Diesel,Manual,First,2179.0,120.0,7.0,8.0,Mahindra,Scorpio,6,12.05
Chevrolet Cruze LTZ,Hyderabad,62005,Diesel,Manual,First,1991.0,147.9,5.0,9.8,Chevrolet,Cruze,8,18.3
Chevrolet Beat Diesel LT,Hyderabad,61250,Diesel,Manual,First,936.0,57.6,5.0,2.7,Chevrolet,Beat,8,25.44
Audi A4 35 TDI Premium Plus,Coimbatore,28469,Diesel,Automatic,First,1968.0,187.74,5.0,24.37,Audi,A4,6,18.25
Skoda Rapid 1.6 MPI AT Style,Kochi,21488,Petrol,Automatic,First,1598.0,103.52,5.0,9.72,Skoda,Rapid,2,14.3
Maruti Swift Dzire VDI,Pune,197000,Diesel,Manual,First,1248.0,74.0,5.0,5.0,Maruti,Swift,6,23.4
Toyota Fortuner 3.0 Diesel,Pune,138205,Diesel,Manual,Second,2982.0,171.0,7.0,10.5,Toyota,Fortuner,11,11.5
Maruti Swift VDI,Jaipur,160000,Diesel,Manual,Second,1248.0,74.0,5.0,3.9,Maruti,Swift,8,22.9
Honda City 1.5 V MT Exclusive,Coimbatore,67590,Petrol,Manual,First,1497.0,118.0,5.0,5.65,Honda,City,8,17.0
Mercedes-Benz M-Class ML 250 CDI,Mumbai,52000,Diesel,Automatic,First,2143.0,203.2,5.0,29.95,Mercedes-Benz,M-Class,8,15.26
Maruti Swift Ldi BSIII,Bangalore,100000,Diesel,Manual,Second,1248.0,75.0,5.0,3.0,Maruti,Swift,12,17.8
Ford Aspire Titanium Diesel,Kolkata,60048,Diesel,Manual,First,1498.0,99.0,5.0,6.0,Ford,Aspire,3,26.1
Hyundai i10 Sportz,Mumbai,48000,Petrol,Manual,First,1197.0,78.9,5.0,2.11,Hyundai,i10,11,20.36
Fiat Punto 1.4 Emotion,Kolkata,47000,Petrol,Manual,First,,,,1.49,Fiat,Punto,10,14.6
Maruti Alto LXi,Jaipur,100000,Petrol,Manual,First,796.0,46.3,5.0,1.5,Maruti,Alto,9,19.7
Toyota Etios Liva GD,Coimbatore,62601,Diesel,Manual,First,1364.0,,5.0,4.67,Toyota,Etios,7,23.59
Maruti Swift VXI BSIV,Bangalore,80010,Petrol,Manual,Second,1197.0,81.8,5.0,2.85,Maruti,Swift,14,20.4
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,26493,Diesel,Automatic,First,2143.0,170.0,5.0,33.64,Mercedes-Benz,New,3,19.27
Tata Indica V2 DLE BSIII,Hyderabad,96000,Diesel,Manual,Second,1396.0,52.8,5.0,0.91,Tata,Indica,9,17.88
Maruti Alto 800 VXI,Jaipur,45700,Petrol,Manual,Second,796.0,47.3,5.0,2.42,Maruti,Alto,6,22.74
Skoda Superb 2.8 V6 AT,Kolkata,13000,Petrol,Automatic,First,2771.0,193.1,5.0,3.25,Skoda,Superb,15,9.3
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,38000,Petrol,Manual,First,1198.0,73.9,5.0,2.8,Volkswagen,Polo,7,16.47
Maruti Dzire AMT ZXI Plus,Coimbatore,8018,Petrol,Automatic,First,1197.0,81.8,5.0,8.3,Maruti,Dzire,1,22.0
Mahindra Scorpio VLX,Bangalore,144400,Diesel,Manual,Third,2179.0,120.0,8.0,5.25,Mahindra,Scorpio,10,12.05
Maruti Swift Vdi BSIII,Jaipur,152000,Diesel,Manual,First,1248.0,75.0,5.0,2.9,Maruti,Swift,10,17.8
BMW 3 Series 320d Prestige,Pune,71000,Diesel,Automatic,First,1995.0,184.0,5.0,15.0,BMW,3,7,18.88
Tata Nano STD SE,Jaipur,80000,Petrol,Manual,Second,624.0,37.5,4.0,0.53,Tata,Nano,8,25.4
Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,87143,Diesel,Manual,First,2494.0,100.0,8.0,12.5,Toyota,Innova,6,12.99
Honda Brio S Option MT,Mumbai,25000,Petrol,Manual,First,1198.0,86.8,5.0,2.75,Honda,Brio,8,18.4
Tata Tiago AMT 1.2 Revotron XZA,Pune,2000,Petrol,Automatic,First,1199.0,83.83,5.0,5.0,Tata,Tiago,2,23.84
Mahindra Scorpio SLE BSIV,Kochi,45239,Diesel,Manual,First,2179.0,120.0,8.0,7.09,Mahindra,Scorpio,6,12.05
BMW 5 Series 2003-2012 525d,Hyderabad,101999,Diesel,Automatic,First,1995.0,218.0,5.0,19.99,BMW,5,9,16.73
Toyota Corolla Altis D-4D GL,Mumbai,74219,Diesel,Manual,First,1364.0,87.2,5.0,10.75,Toyota,Corolla,6,21.43
Honda City i VTEC CVT VX,Mumbai,25000,Petrol,Automatic,First,1497.0,117.3,5.0,9.45,Honda,City,4,18.0
Hyundai Verna CRDi 1.6 SX Option,Hyderabad,109606,Diesel,Manual,First,1582.0,126.2,5.0,2.9,Hyundai,Verna,12,22.0
Maruti Swift Dzire VDI Optional,Kolkata,36000,Diesel,Manual,First,1248.0,74.0,5.0,4.7,Maruti,Swift,5,26.59
Maruti Ciaz ZXi,Coimbatore,41810,Petrol,Manual,First,1373.0,91.1,5.0,7.11,Maruti,Ciaz,4,20.73
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,93321,Diesel,Manual,First,1498.0,89.84,5.0,6.25,Ford,Ecosport,6,22.7
Maruti Alto K10 2010-2014 VXI,Hyderabad,81000,Petrol,Manual,First,998.0,67.1,5.0,2.2,Maruti,Alto,9,20.92
Honda Amaze V CVT Petrol,Kochi,25717,Petrol,Automatic,First,1199.0,88.76,5.0,8.86,Honda,Amaze,1,19.0
Mahindra XUV500 W6 2WD,Delhi,37000,Diesel,Manual,First,2179.0,140.0,7.0,9.3,Mahindra,XUV500,5,15.1
Mahindra TUV 300 2015-2019 T8,Coimbatore,56380,Diesel,Manual,First,1493.0,100.0,7.0,7.57,Mahindra,TUV,3,18.49
Honda Jazz VX,Chennai,8000,Petrol,Manual,First,1199.0,88.7,5.0,7.9,Honda,Jazz,3,18.2
Maruti Swift VXI BSIII W/ ABS,Kochi,14589,Petrol,Manual,First,1298.0,88.2,5.0,5.65,Maruti,Swift,2,16.1
Volkswagen Polo Petrol Highline 1.2L,Delhi,65088,Petrol,Manual,First,1198.0,73.9,5.0,3.25,Volkswagen,Polo,7,16.47
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,24864,Diesel,Manual,First,1582.0,126.2,5.0,16.27,Hyundai,Creta,1,20.5
Chevrolet Beat LS,Coimbatore,64831,Petrol,Manual,First,1199.0,79.4,5.0,3.21,Chevrolet,Beat,9,18.6
Honda Amaze VX i-DTEC,Kolkata,38001,Diesel,Manual,First,1498.0,98.6,5.0,3.9,Honda,Amaze,7,25.8
Mercedes-Benz E-Class 230 E AT,Mumbai,77000,Petrol,Automatic,Second,2496.0,157.7,5.0,6.5,Mercedes-Benz,E-Class,12,10.0
BMW 5 Series 530d M Sport,Hyderabad,27000,Diesel,Automatic,First,2993.0,,5.0,48.0,BMW,5,4,18.59
Audi A3 35 TDI Premium Plus,Mumbai,39000,Diesel,Automatic,First,1968.0,143.0,5.0,18.9,Audi,A3,4,20.38
Maruti Swift Dzire VDI,Pune,131000,Diesel,Manual,First,1248.0,74.0,5.0,3.6,Maruti,Swift,5,26.59
Maruti Swift Dzire VDI,Kolkata,43000,Diesel,Manual,First,1248.0,74.0,5.0,5.5,Maruti,Swift,5,26.59
Toyota Innova 2.5 V Diesel 7-seater,Pune,68000,Diesel,Manual,Second,2494.0,102.0,7.0,7.0,Toyota,Innova,9,12.8
BMW X3 xDrive20d,Bangalore,45165,Diesel,Automatic,First,1995.0,184.0,5.0,41.75,BMW,X3,4,16.09
BMW 5 Series 2003-2012 525d,Hyderabad,120000,Diesel,Automatic,First,1995.0,218.0,5.0,10.5,BMW,5,13,16.73
Mahindra XUV500 W8 2WD,Coimbatore,86091,Diesel,Manual,First,2179.0,140.0,7.0,10.09,Mahindra,XUV500,6,15.1
Honda City 1.5 S MT,Delhi,71499,Petrol,Manual,First,1497.0,118.0,5.0,3.0,Honda,City,11,17.0
Force One LX 4x4,Chennai,50000,Diesel,Manual,First,2200.0,139.01,7.0,12.0,Force,One,6,17.0
Volkswagen Polo 1.5 TDI Comfortline,Jaipur,66000,Diesel,Manual,First,1498.0,88.0,5.0,4.91,Volkswagen,Polo,5,20.14
Honda Jazz S,Kolkata,45000,Petrol,Manual,First,1198.0,90.0,5.0,2.0,Honda,Jazz,10,16.0
Toyota Etios Liva GD SP,Hyderabad,69189,Diesel,Manual,First,1364.0,67.06,5.0,5.3,Toyota,Etios,5,23.59
Nissan Terrano XV Premium 110 PS,Mumbai,40206,Diesel,Manual,First,1461.0,108.5,5.0,7.22,Nissan,Terrano,6,19.01
BMW X3 xDrive 20d xLine,Kochi,36723,Diesel,Automatic,First,1995.0,190.0,5.0,32.57,BMW,X3,3,18.56
Hyundai i20 1.2 Magna,Mumbai,57500,Petrol,Manual,First,1197.0,80.0,5.0,2.75,Hyundai,i20,10,18.5
Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,43912,CNG,Manual,First,1196.0,73.0,5.0,4.33,Maruti,Eeco,2,21.139999999999997
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,52000,Diesel,Manual,First,1399.0,68.0,5.0,3.75,Ford,Fiesta,9,17.8
Honda City 1.5 V AT,Kochi,60952,Petrol,Automatic,First,1497.0,118.0,5.0,5.91,Honda,City,6,16.8
Maruti Swift VDI BSIV,Chennai,87192,Diesel,Manual,First,1248.0,74.0,5.0,4.35,Maruti,Swift,7,25.2
Hyundai Grand i10 CRDi SportZ Edition,Delhi,58000,Diesel,Manual,First,1120.0,70.0,5.0,3.25,Hyundai,Grand,6,24.0
Audi Q7 45 TDI Quattro Technology,Pune,59500,Diesel,Automatic,First,2967.0,,7.0,68.0,Audi,Q7,3,14.75
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Mumbai,16650,Petrol,Manual,First,1198.0,74.0,5.0,5.5,Volkswagen,Ameo,4,17.0
Honda City i VTEC CVT VX,Kochi,34696,Petrol,Automatic,First,1497.0,117.3,5.0,12.08,Honda,City,2,18.0
Maruti Baleno Alpha 1.3,Kochi,42243,Diesel,Manual,First,1248.0,74.0,5.0,7.48,Maruti,Baleno,2,27.39
Hyundai Grand i10 CRDi Sportz,Jaipur,57824,Diesel,Manual,First,1120.0,70.0,5.0,5.5,Hyundai,Grand,4,24.0
Maruti Swift Dzire VDi,Jaipur,110000,Diesel,Manual,First,1248.0,73.9,5.0,3.5,Maruti,Swift,9,19.3
Maruti Swift 1.3 VXi,Delhi,63000,Petrol,Manual,First,,,,1.6,Maruti,Swift,14,16.1
Land Rover Freelander 2 TD4 HSE,Delhi,72000,Diesel,Automatic,First,2179.0,115.0,5.0,15.5,Land,Rover,7,
Toyota Fortuner 3.0 Diesel,Hyderabad,63455,Diesel,Manual,First,2982.0,171.0,7.0,19.0,Toyota,Fortuner,7,11.5
Honda Jazz VX Diesel,Hyderabad,17151,Diesel,Manual,First,1498.0,98.6,5.0,8.4,Honda,Jazz,3,27.3
Maruti Vitara Brezza LDi Option,Pune,31001,Diesel,Manual,First,1248.0,88.5,5.0,7.25,Maruti,Vitara,4,24.3
Maruti Swift Dzire VDI,Kolkata,42109,Diesel,Manual,First,1248.0,74.0,5.0,4.25,Maruti,Swift,6,23.4
Skoda Rapid 1.5 TDI AT Elegance,Delhi,55000,Diesel,Automatic,Second,1498.0,103.52,5.0,5.7,Skoda,Rapid,5,21.66
Land Rover Freelander 2 TD4 SE,Hyderabad,46000,Diesel,Automatic,Second,2179.0,115.0,5.0,26.0,Land,Rover,7,
Maruti Alto 800 LXI,Hyderabad,30852,Petrol,Manual,First,796.0,47.3,5.0,2.49,Maruti,Alto,7,22.74
Volkswagen Polo Petrol Highline 1.2L,Pune,65000,Petrol,Manual,Second,1198.0,73.9,5.0,3.0,Volkswagen,Polo,9,16.47
Honda City i DTEC SV,Delhi,65000,Diesel,Manual,First,1498.0,98.6,5.0,5.95,Honda,City,5,26.0
Maruti Swift Dzire LDI,Delhi,72000,Diesel,Manual,First,1248.0,74.0,5.0,2.69,Maruti,Swift,7,23.4
Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,29000,Diesel,Automatic,First,1968.0,174.33,5.0,26.0,Audi,A4,6,17.11
Honda City i VTEC VX,Kolkata,32000,Petrol,Manual,First,1497.0,117.3,5.0,5.5,Honda,City,5,17.8
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,29875,Petrol,Manual,First,1196.0,86.8,5.0,4.85,Ford,Figo,4,18.16
Maruti Vitara Brezza LDi,Kochi,32539,Diesel,Manual,First,1248.0,88.5,5.0,8.39,Maruti,Vitara,2,24.3
Renault Duster 110PS Diesel RxL,Hyderabad,83090,Diesel,Manual,First,1461.0,108.45,5.0,7.99,Renault,Duster,5,19.01
Hyundai i20 Active 1.4 SX,Hyderabad,62679,Diesel,Manual,First,1396.0,88.73,5.0,6.95,Hyundai,i20,4,21.19
Mahindra Logan Petrol 1.4 GLE,Mumbai,93000,Petrol,Manual,First,1390.0,75.0,5.0,1.5,Mahindra,Logan,10,15.7
Honda City ZX GXi,Mumbai,44000,Petrol,Manual,First,1497.0,78.0,5.0,1.55,Honda,City,14,17.7
Ford Figo Petrol EXI,Bangalore,78400,Petrol,Manual,Second,1196.0,70.0,5.0,2.75,Ford,Figo,10,15.6
Renault Duster Petrol RxL,Mumbai,71300,Petrol,Manual,First,1598.0,102.53,5.0,4.25,Renault,Duster,6,13.06
Hyundai i10 Sportz 1.2,Kolkata,18000,Petrol,Manual,First,1197.0,78.9,5.0,2.85,Hyundai,i10,5,20.36
Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,24013,Diesel,Automatic,First,1999.0,148.31,7.0,56.14,Land,Rover,1,12.81
Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,99100,Petrol,Automatic,Second,1984.0,208.0,5.0,10.0,Audi,Q5,11,9.74
Maruti Versa DX2 BS II,Mumbai,62000,Petrol,Manual,Second,1298.0,83.1,8.0,1.25,Maruti,Versa,17,11.3
Maruti Swift Dzire ZDI,Kolkata,14000,Diesel,Manual,First,1248.0,74.0,5.0,7.5,Maruti,Swift,3,26.59
Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,44811,Diesel,Automatic,First,1968.0,174.33,5.0,25.81,Audi,A4,5,17.11
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,44000,Petrol,Manual,First,1198.0,74.0,5.0,4.3,Volkswagen,Polo,6,16.47
Toyota Fortuner 3.0 Diesel,Chennai,136000,Diesel,Manual,Second,2982.0,171.0,7.0,11.0,Toyota,Fortuner,10,11.5
Toyota Fortuner 3.0 Diesel,Jaipur,144113,Diesel,Manual,Second,2982.0,171.0,7.0,11.75,Toyota,Fortuner,10,11.5
Honda Accord 2.4 MT,Coimbatore,94989,Petrol,Manual,First,2354.0,177.6,5.0,6.58,Honda,Accord,8,12.8
Maruti Swift ZDi,Chennai,58133,Diesel,Manual,First,1248.0,74.0,5.0,4.8,Maruti,Swift,8,22.9
Skoda Fabia 1.2 MPI Classic,Pune,61000,Petrol,Manual,Second,1198.0,70.0,5.0,1.65,Skoda,Fabia,12,17.5
Jeep Compass 2.0 Sport,Kolkata,27000,Diesel,Manual,First,1956.0,170.0,5.0,15.0,Jeep,Compass,3,17.1
Tata Nano Twist XT,Ahmedabad,18050,Petrol,Manual,Second,624.0,37.5,4.0,1.0,Tata,Nano,6,25.4
Ford Fiesta 1.6 ZXi ABS,Hyderabad,145277,Petrol,Manual,First,1596.0,101.0,5.0,1.65,Ford,Fiesta,13,15.3
Maruti Celerio ZDi,Ahmedabad,42000,Diesel,Manual,First,793.0,47.0,5.0,3.6,Maruti,Celerio,5,27.62
Toyota Fortuner 3.0 Diesel,Delhi,86000,Diesel,Manual,First,2982.0,171.0,7.0,11.5,Toyota,Fortuner,9,11.5
Maruti Celerio ZDi,Ahmedabad,42150,Diesel,Manual,First,793.0,47.0,5.0,3.6,Maruti,Celerio,5,27.62
Hyundai EON Era Plus,Pune,30158,Petrol,Manual,First,814.0,55.2,5.0,3.05,Hyundai,EON,5,21.1
Ford Fiesta Diesel Trend,Bangalore,47000,Diesel,Manual,Second,1498.0,90.0,5.0,6.0,Ford,Fiesta,9,23.5
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,39000,Petrol,Manual,First,1198.0,74.0,5.0,3.75,Volkswagen,Polo,7,16.47
Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,32125,Petrol,Manual,First,1199.0,74.0,5.0,6.17,Volkswagen,Polo,4,16.2
Maruti Vitara Brezza ZDi,Coimbatore,58829,Diesel,Manual,First,1248.0,88.5,5.0,9.05,Maruti,Vitara,3,24.3
Honda Brio S MT,Coimbatore,67559,Petrol,Manual,First,1198.0,86.8,5.0,4.05,Honda,Brio,7,19.4
Maruti Swift Dzire VXi,Pune,55000,Petrol,Manual,First,1298.0,85.8,5.0,4.25,Maruti,Swift,7,17.5
Maruti Celerio LXI MT,Kolkata,30000,Petrol,Manual,First,998.0,67.04,5.0,3.75,Maruti,Celerio,2,23.1
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,28000,Petrol,Automatic,First,1591.0,121.3,5.0,11.85,Hyundai,Creta,4,13.0
Ford Ecosport 1.5 DV5 MT Titanium,Kochi,31826,Diesel,Manual,First,1498.0,89.84,5.0,8.24,Ford,Ecosport,4,22.7
Maruti Swift VDI BSIV W ABS,Hyderabad,64000,Diesel,Manual,First,1248.0,,5.0,5.99,Maruti,Swift,4,17.8
Honda CR-V RVi MT,Jaipur,100009,Petrol,Manual,Second,1997.0,141.1,5.0,6.5,Honda,CR-V,12,13.1
Land Rover Discovery Sport SD4 HSE Luxury 7S,Coimbatore,17201,Diesel,Automatic,First,2179.0,187.7,7.0,58.91,Land,Rover,1,12.51
Mahindra XUV500 W8 2WD,Delhi,74345,Diesel,Manual,First,2179.0,140.0,7.0,8.0,Mahindra,XUV500,6,15.1
Volkswagen Polo 1.2 MPI Highline,Kochi,58134,Petrol,Manual,First,1198.0,74.0,5.0,4.64,Volkswagen,Polo,5,16.47
Hyundai i10 Magna AT,Kochi,30566,Petrol,Automatic,First,1197.0,80.0,5.0,3.32,Hyundai,i10,10,19.2
Hyundai i10 Magna 1.2,Chennai,55231,Petrol,Manual,Second,1197.0,78.9,5.0,2.78,Hyundai,i10,8,20.36
Chevrolet Cruze LTZ AT,Kochi,67774,Diesel,Automatic,First,1998.0,163.7,5.0,8.95,Chevrolet,Cruze,4,14.81
Mercedes-Benz E-Class E 200 CGI,Mumbai,50319,Petrol,Automatic,First,1991.0,181.03,5.0,21.95,Mercedes-Benz,E-Class,7,12.0
Hyundai Sonata 2.4 GDI,Ahmedabad,45000,Petrol,Manual,First,2359.0,134.0,5.0,7.9,Hyundai,Sonata,7,11.7
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Kolkata,43627,Petrol,Automatic,First,1796.0,186.0,5.0,29.0,Mercedes-Benz,New,13,11.74
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,45000,Diesel,Manual,First,1199.0,73.9,5.0,3.25,Volkswagen,Polo,7,22.07
Honda City i VTEC SV,Mumbai,10500,Petrol,Manual,First,1497.0,117.3,5.0,5.9,Honda,City,6,17.4
Maruti Vitara Brezza ZDi,Coimbatore,21789,Diesel,Manual,First,1248.0,88.5,5.0,9.88,Maruti,Vitara,3,24.3
Hyundai Elite i20 Asta Option,Coimbatore,21134,Petrol,Manual,First,1197.0,81.86,5.0,8.78,Hyundai,Elite,1,18.6
Tata New Safari Dicor EX 4X2,Kolkata,90000,Diesel,Manual,Second,2179.0,138.1,7.0,2.75,Tata,New,9,13.93
Nissan Sunny 2011-2014 Diesel XL,Kochi,51553,Diesel,Manual,First,1461.0,84.8,5.0,5.98,Nissan,Sunny,6,21.64
BMW 3 Series 330 Ci Convertible,Delhi,31000,Petrol,Automatic,First,2497.0,215.0,5.0,31.0,BMW,3,9,10.9
Toyota Corolla 1.8 J,Delhi,67422,Petrol,Manual,Second,1798.0,138.0,5.0,3.55,Toyota,Corolla,9,14.53
Hyundai Verna 1.6 SX,Kochi,60519,Diesel,Manual,First,1582.0,126.32,5.0,6.24,Hyundai,Verna,5,22.32
Maruti Swift Dzire VDi,Kolkata,34000,Diesel,Manual,First,1248.0,73.9,5.0,2.19,Maruti,Swift,11,19.3
Maruti Dzire VDI,Hyderabad,68434,Diesel,Manual,First,1248.0,73.75,5.0,5.5,Maruti,Dzire,7,28.4
Maruti Alto K10 VXI,Pune,17000,Petrol,Manual,First,998.0,67.1,5.0,2.1,Maruti,Alto,6,24.07
Jaguar XJ 5.0 L V8 Supercharged,Coimbatore,43686,Petrol,Automatic,First,,,4.0,50.66,Jaguar,XJ,9,10.5
Mercedes-Benz New C-Class 220 CDI AT,Kolkata,22000,Diesel,Automatic,First,2143.0,170.0,5.0,14.0,Mercedes-Benz,New,8,14.84
Hyundai Verna CRDi 1.6 SX Option,Mumbai,79225,Diesel,Manual,First,1582.0,126.2,5.0,5.5,Hyundai,Verna,7,22.0
Chevrolet Aveo 1.6 LT,Pune,63000,Petrol,Manual,Third,1598.0,102.0,5.0,1.2,Chevrolet,Aveo,13,14.2
Maruti Swift VXI BSIV,Hyderabad,61922,Petrol,Manual,First,1197.0,81.8,5.0,5.3,Maruti,Swift,6,20.4
Hyundai Verna 1.6 CRDi S,Chennai,85000,Diesel,Manual,First,1582.0,126.2,5.0,6.3,Hyundai,Verna,5,23.9
Mercedes-Benz GLC 220d Celebration Edition,Kochi,26192,Diesel,Automatic,First,2143.0,168.0,5.0,40.47,Mercedes-Benz,GLC,3,17.9
